record;qn0part1;qn0part2;qn0part3;qn0part4;qn0part5;qn0part6;qn0part7;qn0part8;qn1part1;qn1part2;qn1part3;qn1part4;qn1part5;qn1part6;qn2part1;qn2part2;qn3part1;qn3part2;qn4;qn5;qn6;qn7;qn8;qn9;qn10;qn11;qn12;qn13;qn14;qn15;qn16;qn17;qn18;qn19;qn20;qn21part1;qn21part2;qn21part3;qn21part4;qn22part1;qn22part2;qn22part3;qn23part1;qn23part2;qn24part1;qn24part2;qn25part1;qn25part2;qn25part3;qn25part4;qn26;qn27;qn28part1;qn28part2;qn28part3;qn28pt3pt1;qn28pt3pt2;qn28pt3pt3;qn28pt3pt4;qn28pt3pt5;qn28pt3pt6;qn28pt3pt7;qn28part4;qn28part5;qn28part6;qn29part1;qn29part2;qn29part3;qn29part4;qn29pt4pt1;qn29pt4pt2;qn29pt4pt3;qn29pt4pt4;qn29pt4pt5;qn29pt4pt6;qn29pt4pt7;qn29part5;qn29part6;qn29part7;qn29part8;qn30
8;12;S003;T1;S003-T1-0121;2;2;;;13;1;S003;3;1;1;B;A;A;C;A;B;A;A;C;B;C;B;A;D;A;C;C;A;A;B;C;2;1;1;2;2;1;2;2;1;3;5;2;5;3;1;5;0;A;B;2;;;;;;;;C;B;B;E;F;E;2;;;;;;;;C;E;C;A;C
9;13;S003;T1;S003-T1-0131;2;2;;;12;1;S003;3;1;1;B;A;A;C;A;B;A;C;C;B;B;B;A;D;A;B;A;A;A;D;C;2;2;1;1;2;1;2;2;1;4;4;5;3;4;5;3;A;A;B;2;;;;;;;;A;A;B;E;D;B;1;PEOPLE SAY THAT GET OPPERATION MAY LEAD TO BAD SMELL AND THEY SAY DOCTORS DON'T;CARE ABOUT THEM.;;;;;;B;C;C;B;G
10;15;S003;T1;S003-T1-0151;2;2;;;11;1;S003;3;1;1;B;A;A;D;A;A;A;A;C;B;B;B;A;D;A;C;C;A;B;B;A;2;2;1;1;2;1;2;2;1;5;5;5;5;5;5;2;E;C;A;1;LAST MONTH MY MOTHER HAD A TOOTH ACHE AND FOR HER DISICION. SHE DECISIDED TO PUT;ASH ON HER TOOTH SO THAT IT GET BETTER AND IT STOP PAINING HER.;;;;;;C;D;A;D;C;F;2;;;;;;;;A;D;C;A;G
11;16;S003;T1;S003-T1-0161;2;2;;;11;1;S003;3;1;1;B;A;A;C;A;A;A;A;C;B;B;B;A;D;A;B;A;A;A;D;A;2;2;1;1;2;2;1;2;1;5;3;4;3;2;4;4;D;D;C;1;WINNIE HEARD THAT THE BEST TREATMENT FOR EYE PAIN IS SLEEPING BUT SOME PEOPLE;SAY THAT IT IS GOOD TO GO AND SEE A DOCTOR.;;;;;;B;D;B;E;D;C;2;;;;;;;;B;0;C;B;G
12;17;S003;T1;S003-T1-0171;2;2;;;12;1;S003;3;1;1;D;A;A;D;A;B;C;A;C;B;A;A;C;D;C;C;A;A;B;D;C;2;1;2;1;2;2;2;2;1;5;2;5;4;2;5;5;E;E;A;2;;;;;;;;C;A;C;B;F;A;2;;;;;;;;B;E;D;E;F
13;21;S003;T1;S003-T1-0211;2;2;;;13;1;S003;3;1;1;D;B;0;A;A;C;A;A;C;B;C;B;A;D;A;C;C;A;A;0;C;2;2;1;1;2;1;2;2;1;5;1;3;1;2;4;5;B;A;A;2;;;;;;;;A;C;B;D;F;F;0;;;;;;;;C;B;A;C;B
14;24;S003;T1;S003-T1-0241;2;2;;;14;2;S003;3;1;1;B;A;B;D;C;C;D;B;A;A;B;C;B;B;C;C;D;C;C;D;B;2;1;2;1;1;1;2;2;1;4;4;4;5;3;4;3;E;E;F;2;;;;;;;;C;C;A;A;F;D;2;;;;;;;;B;D;C;E;E
15;26;S003;T1;S003-T1-0261;2;2;;;15;2;S003;3;1;1;B;A;A;D;C;B;D;C;B;C;C;D;C;D;C;A;C;C;B;D;C;1;2;2;1;2;1;2;2;1;3;5;2;3;5;5;3;E;D;D;2;;;;;;;;B;B;C;D;E;A;0;;;;;;;;B;B;C;B;G
16;27;S003;T1;S003-T1-0271;2;2;;;12;2;S003;3;1;1;B;A;C;B;C;C;D;B;A;C;B;D;B;C;C;A;B;C;A;C;B;1;1;2;1;1;2;2;1;2;5;1;1;2;3;3;4;E;C;A;2;;;;;;;;B;A;C;0;E;A;2;;;;;;;;B;A;B;E;C
17;29;S003;T1;S003-T1-0291;2;2;;;13;1;S003;3;1;1;B;C;A;C;A;B;A;C;C;B;B;B;A;D;C;B;C;C;A;B;B;2;1;2;2;2;1;2;1;1;5;3;5;3;3;5;3;C;E;C;2;;;;;;;;B;D;B;A;C;B;2;;;;;;;;B;A;C;C;G
18;30;S003;T1;S003-T1-0301;2;2;;;15;2;S003;3;1;1;A;C;A;C;A;B;B;C;C;B;C;D;C;D;A;B;C;A;B;C;A;1;2;1;2;2;2;2;1;1;3;5;3;4;3;1;3;A;E;B;2;;;;;;;;C;B;C;A;C;A;2;;;;;;;;C;C;D;E;F
19;33;S003;T1;S003-T1-0331;2;2;;;12;2;S003;3;1;1;B;A;A;C;A;C;B;A;A;B;B;A;B;D;A;B;A;B;A;D;C;2;1;2;1;2;1;1;1;1;5;3;1;5;2;1;2;D;D;B;2;;;;;;;;C;E;C;E;C;A;1;TAKING A TABLET THEY TOLD ME IT WOULD STOP MY HEADACHE;;;;;;;B;A;C;D;E
20;34;S003;T1;S003-T1-0341;2;2;;;13;2;S003;3;1;1;B;A;A;A;B;B;C;A;A;A;B;B;C;D;C;B;C;A;B;B;C;2;1;1;2;2;1;2;1;1;2;2;1;5;2;2;0;0;B;F;0;;;;;;;;B;C;D;A;A;C;0;;;;;;;;B;B;0;0;0
21;40;S003;T1;S003-T1-0401;2;2;;;11;2;S003;3;1;1;B;A;A;C;A;B;A;B;C;B;A;B;C;D;C;A;A;B;C;C;C;2;1;1;1;2;1;2;1;2;5;5;5;5;5;5;2;C;D;0;2;;;;;;;;A;B;C;D;B;F;0;;;;;;;;C;C;C;A;F
22;44;S003;T1;S003-T1-0441;2;2;;;13;2;S003;3;1;1;B;A;A;C;A;B;D;C;C;A;A;B;C;D;C;0;C;C;C;D;C;2;1;1;2;1;2;1;1;2;5;2;5;3;2;3;4;D;A;D;2;;;;;;;;A;A;B;E;E;A;0;;;;;;;;C;A;B;A;B
23;45;S003;T1;S003-T1-0451;2;2;;;0;1;S003;3;1;1;B;C;A;C;A;C;A;A;C;B;B;D;A;A;C;B;A;C;C;D;C;1;1;2;2;1;2;2;1;1;3;3;3;3;4;5;4;E;D;B;2;;;;;;;;B;C;B;D;E;A;2;;;;;;;;B;C;C;D;G
24;46;S003;T1;S003-T1-0461;2;2;;;12;1;S003;3;1;1;B;C;A;C;A;C;A;A;C;B;A;B;A;A;A;A;C;A;B;D;C;1;2;2;2;1;2;2;1;1;3;3;3;3;4;5;3;A;D;B;2;;;;;;;;B;E;C;C;E;A;2;;;;;;;;B;C;C;C;G
25;48;S003;T1;S003-T1-0481;2;2;;;11;2;S003;3;1;1;B;A;A;C;C;B;C;A;A;B;A;A;A;A;A;C;B;C;A;A;B;1;1;2;1;2;1;2;2;1;4;2;2;4;4;1;5;A;E;F;0;;;;;;;;A;E;D;E;F;F;0;;;;;;;;A;E;A;C;G
26;50;S003;T1;S003-T1-0501;2;2;;;13;1;S003;3;1;1;B;A;A;A;A;B;A;A;C;B;B;B;A;D;A;B;A;B;B;B;C;2;2;1;1;2;1;2;2;1;3;4;5;3;3;3;5;D;B;C;2;;;;;;;;C;D;D;B;B;C;1;CAVERING YOUR WUND WILL NOT HELP YOU TO FILL BETTER.;;;;;;;B;D;C;D;G
27;51;S003;T1;S003-T1-0511;2;2;;;13;1;S003;3;1;1;B;A;A;B;A;B;A;A;C;B;A;B;A;D;A;C;C;B;C;B;C;1;1;2;1;2;2;1;2;1;3;1;3;4;2;5;4;B;B;C;0;;;;;;;;B;A;C;E;D;C;0;;;;;;;;A;D;B;D;B
28;52;S003;T1;S003-T1-0521;2;2;;;11;1;S003;3;1;1;B;A;A;A;C;B;D;B;A;A;A;C;B;C;A;A;B;B;C;D;B;2;1;2;1;1;1;2;2;1;3;4;4;3;4;3;4;A;B;F;1;I HEARD SOME ONE CLAIMING THAT HER DAUGHTER WAS DENIED TO EAT MEAT, RICE, MILK;AND MATOOKE SO SHE WAS SUPPOSED TO BUY FRUITS, VEGETABLES. HER DAUGHTER HAD VERY;MANY FATS. THAT'S WHY SHE WAS DENIED TO EAT THOSE KINDS OF FOOD. THAT THE CHILD;COULD GET BETTER.;;;;B;B;C;A;C;C;2;;;;;;;;B;B;B;D;E
29;53;S003;T1;S003-T1-0531;2;2;;;11;1;S003;3;1;1;D;D;D;C;A;C;D;C;A;C;A;C;C;B;C;A;C;A;A;A;B;1;1;2;2;1;2;2;1;1;5;5;2;5;2;5;3;E;E;F;2;;;;;;;;A;D;A;D;F;A;2;;;;;;;;C;E;C;A;G
30;55;S003;T1;S003-T1-0551;2;2;;;14;1;S003;3;1;1;B;A;A;D;A;B;A;C;C;B;B;B;A;D;A;B;C;A;A;D;C;2;2;1;2;2;1;2;2;1;4;4;1;1;1;1;1;A;A;F;2;;;;;;;;0;D;0;D;E;F;2;;;;;;;;0;D;A;E;A
31;56;S003;T1;S003-T1-0561;2;2;;;11;1;S003;3;1;1;0;A;A;B;A;C;A;C;A;B;A;D;C;D;C;B;C;C;B;B;B;2;1;1;1;2;1;2;2;1;5;3;3;4;3;5;3;C;C;C;2;;;;;;;;B;C;A;A;B;C;2;;;;;;;;B;D;B;E;C
32;58;S003;T1;S003-T1-0581;2;2;;;12;2;S003;3;1;1;B;A;A;A;A;C;A;A;A;C;B;B;C;A;A;C;B;A;A;D;C;1;1;1;1;2;1;1;2;1;5;3;5;3;4;2;5;E;A;E;0;;;;;;;;A;0;0;0;F;E;0;;;;;;;;B;E;A;C;F
33;59;S003;T1;S003-T1-0591;2;2;;;13;2;S003;3;1;1;B;0;A;C;C;A;D;C;C;A;C;A;C;B;A;C;C;C;A;C;C;1;1;1;2;2;2;1;2;1;2;4;2;1;3;5;4;E;A;E;2;;;;;;;;C;D;C;C;F;E;2;;;;;;;;C;B;C;E;C
34;60;S003;T1;S003-T1-0601;2;2;;;12;2;S003;3;1;1;B;A;A;D;A;C;A;C;C;B;B;B;A;A;A;B;A;A;A;D;A;2;1;1;1;2;1;1;1;1;3;4;2;4;3;1;5;D;C;A;2;;;;;;;;B;E;A;B;B;A;2;;;;;;;;B;E;B;B;G
35;61;S003;T1;S003-T1-0611;2;2;;;12;1;S003;3;1;1;B;A;A;C;A;B;A;C;A;B;C;B;A;D;A;B;A;A;B;D;A;2;1;1;1;2;1;2;1;2;3;3;3;4;4;2;3;C;B;B;2;;;;;;;;B;C;C;C;D;A;2;;;;;;;;B;A;B;C;G
36;62;S003;T1;S003-T1-0621;2;2;;;11;1;S003;3;1;1;B;A;A;A;A;B;A;A;C;B;B;B;A;D;A;C;A;0;A;B;A;2;2;1;1;2;2;1;2;1;3;5;5;3;4;5;5;E;B;F;2;;;;;;;;C;E;A;B;B;A;2;;;;;;;;A;E;B;A;C
37;63;S003;T1;S003-T1-0631;2;2;;;11;1;S003;3;1;1;B;A;A;A;A;C;B;A;A;B;A;B;C;B;C;A;A;A;A;B;C;1;1;1;1;2;2;2;2;1;4;2;2;4;3;3;3;B;B;D;2;;;;;;;;B;A;B;C;A;A;2;;;;;;;;B;A;B;A;G
38;67;S003;T1;S003-T1-0671;2;2;;;12;1;S003;3;1;1;B;A;A;A;C;B;D;C;A;C;C;D;C;B;B;A;D;C;B;D;C;2;2;1;1;1;1;2;2;1;3;5;1;5;4;5;3;E;E;D;2;;;;;;;;A;D;B;C;C;D;2;;;;;;;;B;D;C;D;A
39;70;S003;T1;S003-T1-0701;2;2;;;13;2;S003;3;1;1;B;A;A;0;A;C;B;A;0;B;B;A;B;D;A;B;A;B;A;D;C;2;1;2;1;0;1;2;2;1;4;4;4;4;2;4;1;C;D;A;2;;;;;;;;A;C;A;E;E;A;2;;;;;;;;B;A;C;C;E
40;73;S003;T1;S003-T1-0731;2;2;;;13;2;S003;3;1;1;B;A;B;C;A;A;B;A;B;B;B;A;C;D;C;A;A;B;A;B;B;2;1;1;1;0;1;0;1;2;3;2;2;3;1;2;4;D;A;C;2;;;;;;;;B;C;D;A;E;D;2;;;;;;;;B;C;C;D;G
41;77;S003;T1;S003-T1-0771;2;2;;;15;2;S003;3;1;1;D;D;C;D;B;B;A;A;A;A;C;D;C;A;B;B;B;A;A;C;B;1;1;1;1;2;1;1;2;1;2;2;5;5;4;3;5;B;B;D;0;;;;;;;;B;B;A;A;B;A;0;;;;;;;;A;B;D;B;A
42;79;S003;T1;S003-T1-0791;2;2;;;12;1;S003;3;1;1;B;A;A;D;A;C;A;A;A;0;B;B;A;B;C;A;B;0;A;D;B;2;1;2;1;2;1;2;1;2;5;3;3;2;5;4;3;A;C;F;2;;;;;;;;C;D;A;C;C;B;2;;;;;;;;A;D;B;D;C
43;84;S003;T1;S003-T1-0841;2;2;;;13;1;S003;3;1;1;0;A;A;C;A;B;A;C;A;B;C;A;C;D;C;A;C;C;A;D;A;2;1;2;1;2;1;1;2;1;4;5;2;3;5;4;3;B;E;D;2;;;;;;;;C;D;A;E;C;E;2;;;;;;;;B;C;C;C;C
44;85;S003;T1;S003-T1-0851;2;2;;;13;1;S003;3;1;1;B;A;A;D;A;C;A;A;C;B;B;B;C;D;C;B;A;B;C;D;C;2;1;2;1;2;1;2;2;1;5;2;3;2;1;4;4;A;B;F;2;;;;;;;;B;A;D;C;C;B;2;;;;;;;;A;C;C;C;G
45;87;S003;T1;S003-T1-0871;2;2;;;10;2;S003;3;1;1;B;A;A;A;A;B;A;A;C;B;B;B;A;B;A;C;A;0;A;B;A;2;2;1;1;2;2;1;2;1;3;5;5;5;5;3;5;E;E;F;2;;;;;;;;C;E;A;E;F;A;2;;;;;;;;A;E;B;A;C
46;90;S003;T1;S003-T1-0901;2;2;;;11;1;S003;3;1;1;D;C;A;C;B;C;D;C;A;C;A;B;A;C;A;C;B;A;A;C;A;2;1;2;1;1;2;1;1;2;3;1;2;5;3;1;5;B;A;B;2;;;;;;;;A;D;C;D;F;A;2;;;;;;;;A;C;B;A;D
47;93;S003;T1;S003-T1-0931;2;2;;;12;1;S003;3;1;1;B;A;A;C;A;B;A;A;C;B;C;A;A;D;A;0;C;A;B;B;C;0;0;1;0;1;2;1;2;1;3;4;4;3;5;3;4;E;A;A;2;;;;;;;;A;A;A;D;D;A;0;;;;;;;;A;C;B;C;E
48;96;S003;T1;S003-T1-0961;2;2;;;13;1;S003;3;1;1;B;A;D;B;A;A;A;C;A;A;B;D;A;B;A;C;A;C;C;C;B;1;1;2;1;1;1;2;1;1;5;5;5;2;5;3;2;E;B;F;0;;;;;;;;A;A;D;B;B;D;0;;;;;;;;C;E;C;B;G
49;99;S003;T1;S003-T1-0991;2;2;;;11;0;S003;3;1;1;B;A;A;D;A;A;A;C;A;B;A;B;C;D;A;A;A;B;B;D;A;2;1;2;1;1;1;1;1;1;5;5;2;5;5;3;5;A;D;B;2;;;;;;;;B;A;D;D;F;B;2;;;;;;;;A;C;B;C;C
50;102;S003;T1;S003-T1-1021;2;2;;;13;1;S003;3;1;1;D;C;D;B;A;B;B;A;C;A;A;B;A;A;A;B;C;A;A;B;C;1;1;1;2;1;2;1;1;1;5;1;2;5;2;3;3;B;E;A;2;;;;;;;;A;B;D;E;E;F;2;;;;;;;;B;E;C;C;G
100;1;S004;T1;S004-T1-0011;2;2;;;10;2;S004;3;2;1;B;A;A;A;C;B;A;A;C;C;B;B;C;D;A;A;C;A;B;D;B;1;1;2;1;1;2;1;2;1;3;2;2;3;4;3;3;B;A;B;0;;;;;;;;B;C;C;B;B;C;0;;;;;;;;B;E;B;E;F
101;2;S004;T1;S004-T1-0021;2;2;;;11;2;S004;3;2;1;B;A;A;A;C;C;A;A;B;C;B;A;B;C;B;C;C;B;A;D;C;1;2;1;1;1;2;1;2;1;4;3;2;3;3;5;3;D;C;A;2;;;;;;;;A;A;B;B;A;A;2;;;;;;;;B;A;B;D;A
102;3;S004;T1;S004-T1-0031;2;2;;;11;2;S004;3;2;1;B;A;A;C;B;B;C;C;A;A;A;D;B;C;B;C;B;C;B;A;B;1;2;2;1;2;1;1;1;2;5;2;1;5;5;5;3;D;E;E;2;;;;;;;;C;A;C;B;F;F;2;;;;;;;;B;A;A;D;C
103;4;S004;T1;S004-T1-0041;2;2;;;13;2;S004;3;2;1;B;A;A;A;A;B;A;A;C;B;C;B;A;D;B;C;A;B;B;A;B;2;1;1;1;2;1;2;2;1;4;3;2;3;2;1;4;B;C;A;2;;;;;;;;B;C;C;D;E;A;2;;;;;;;;B;A;A;B;G
104;6;S004;T1;S004-T1-0061;2;2;;;13;2;S004;3;2;1;B;A;A;A;A;C;A;A;C;A;B;B;C;D;C;A;C;B;A;D;C;1;1;2;1;2;1;2;2;1;4;5;1;4;3;5;4;C;B;F;2;;;;;;;;B;A;C;C;F;A;2;;;;;;;;B;A;B;C;G
105;7;S004;T1;S004-T1-0071;2;2;;;12;2;S004;3;2;1;B;A;A;A;A;B;B;A;B;B;A;C;C;D;C;A;C;B;C;D;C;2;1;2;1;2;1;2;2;1;5;3;3;4;5;5;3;E;D;B;2;;;;;;;;C;E;A;D;A;B;2;;;;;;;;A;E;B;C;G
106;8;S004;T1;S004-T1-0081;2;2;;;12;2;S004;3;2;1;B;A;A;A;C;C;D;A;C;B;A;A;C;D;B;A;C;B;A;D;C;1;2;1;2;1;2;1;2;1;4;5;3;2;1;5;3;D;D;B;0;;;;;;;;A;A;C;D;D;A;2;;;;;;;;B;A;D;C;G
107;9;S004;T1;S004-T1-0091;2;2;;;12;2;S004;3;2;1;B;A;A;A;C;C;A;B;A;C;A;A;C;B;C;B;C;A;A;D;A;2;1;2;1;1;2;2;2;1;1;4;3;2;4;1;4;B;C;A;2;;;;;;;;B;A;C;C;C;A;2;;;;;;;;B;C;B;D;G
108;11;S004;T1;S004-T1-0111;2;2;;;12;2;S004;3;2;1;B;A;A;B;C;C;B;A;C;C;C;D;C;D;B;C;D;C;B;D;C;1;1;2;1;1;2;1;2;1;4;1;2;3;4;3;4;C;D;A;2;;;;;;;;B;E;C;C;F;A;2;;;;;;;;B;E;D;D;B
109;12;S004;T1;S004-T1-0121;2;2;;;11;2;S004;3;2;1;B;A;A;A;A;B;A;A;C;B;C;B;A;D;B;C;A;B;B;A;B;2;1;1;1;2;1;2;2;1;4;3;2;3;2;1;4;B;C;A;2;;;;;;;;B;C;C;D;E;A;2;;;;;;;;B;A;A;B;G
110;13;S004;T1;S004-T1-0131;2;2;;;11;2;S004;3;2;1;B;A;A;A;A;B;A;C;C;B;A;B;C;D;A;A;A;A;B;A;C;2;2;1;1;2;1;1;2;1;5;1;5;2;2;3;1;D;E;F;2;;;;;;;;B;B;A;E;F;F;2;;;;;;;;A;B;C;A;G
111;14;S004;T1;S004-T1-0141;2;2;;;10;1;S004;3;2;1;B;A;A;A;A;B;A;C;C;B;B;B;A;D;B;B;A;A;B;B;C;2;1;2;1;2;1;2;2;1;2;3;2;3;2;3;3;D;D;A;2;;;;;;;;C;A;D;E;C;A;2;;;;;;;;A;D;D;C;C
112;15;S004;T1;S004-T1-0151;2;2;;;12;1;S004;3;2;1;B;A;C;A;A;A;A;C;C;B;B;B;A;D;A;B;A;A;A;A;A;2;2;1;1;2;1;2;2;1;4;2;2;3;1;5;5;E;D;A;2;;;;;;;;C;E;A;E;E;A;2;;;;;;;;A;E;D;C;G
113;16;S004;T1;S004-T1-0161;2;2;;;11;1;S004;3;2;1;B;A;A;A;A;B;D;B;A;C;A;D;C;A;C;A;C;B;B;A;C;2;1;2;2;2;1;2;2;1;1;5;3;4;5;4;5;E;D;B;2;;;;;;;;B;E;D;D;E;C;2;;;;;;;;B;A;D;C;G
114;17;S004;T1;S004-T1-0171;2;2;;;11;1;S004;3;2;1;B;A;A;A;A;B;C;A;C;A;C;C;C;D;A;A;C;A;A;B;C;2;2;1;1;1;1;2;1;1;4;1;1;3;1;2;5;E;E;D;2;;;;;;;;B;A;A;D;F;A;2;;;;;;;;B;A;C;E;G
115;18;S004;T1;S004-T1-0181;2;2;;;11;1;S004;3;2;1;B;A;A;A;A;B;A;B;C;B;C;C;C;D;A;C;A;A;C;B;C;2;2;2;2;2;2;2;2;1;5;2;2;3;1;2;5;E;E;D;2;;;;;;;;C;B;B;C;F;0;0;;;;;;;;0;0;D;E;A
116;19;S004;T1;S004-T1-0191;2;2;;;11;1;S004;3;2;1;B;A;A;C;C;A;C;A;A;C;A;A;B;D;C;A;C;B;C;B;C;2;1;1;1;2;1;2;1;2;2;3;2;3;3;2;2;A;A;C;2;;;;;;;;B;B;C;C;A;D;2;;;;;;;;B;E;B;C;E
117;21;S004;T1;S004-T1-0211;2;2;;;12;1;S004;3;2;1;B;A;A;C;A;C;A;A;C;A;C;A;C;D;A;C;A;C;C;D;C;2;2;1;1;1;1;1;2;1;5;5;5;1;3;2;3;A;A;F;2;;;;;;;;C;B;A;A;E;A;2;;;;;;;;A;B;B;A;G
118;22;S004;T1;S004-T1-0221;2;2;;;11;1;S004;3;2;1;B;A;A;A;C;C;A;C;C;B;B;B;A;B;C;A;C;A;A;D;C;2;2;1;1;2;1;2;2;1;3;4;2;1;1;3;1;D;E;B;2;;;;;;;;C;D;D;E;F;B;2;;;;;;;;A;E;D;C;G
119;23;S004;T1;S004-T1-0231;2;2;;;11;2;S004;3;2;1;B;A;A;A;A;C;A;A;A;A;A;D;B;A;A;A;A;B;A;D;C;2;1;1;1;2;1;2;1;1;4;3;2;1;3;4;2;B;B;A;2;;;;;;;;B;A;C;C;E;A;2;;;;;;;;A;A;B;A;G
120;24;S004;T1;S004-T1-0241;2;2;;;12;2;S004;3;2;1;B;A;C;A;B;C;A;A;A;A;C;B;B;C;C;C;A;B;B;D;A;1;1;2;1;1;2;2;2;1;4;3;3;4;2;1;4;0;A;A;2;;;;;;;;B;A;C;C;C;A;2;;;;;;;;A;B;A;B;C
121;25;S004;T1;S004-T1-0251;2;2;;;12;2;S004;3;2;1;B;A;A;D;A;C;A;C;B;C;C;C;B;D;C;B;B;B;C;C;B;1;1;1;1;1;1;2;2;1;3;5;2;2;2;2;4;D;A;B;2;;;;;;;;B;C;C;C;C;D;2;;;;;;;;B;B;D;C;F
122;26;S004;T1;S004-T1-0261;2;2;;;11;2;S004;3;2;1;B;A;A;A;A;B;A;A;B;B;C;B;C;D;A;C;C;A;B;D;B;2;1;1;1;1;1;2;2;1;3;3;2;3;4;3;3;A;E;F;2;;;;;;;;C;D;C;C;D;B;2;;;;;;;;A;B;D;D;G
123;27;S004;T1;S004-T1-0271;2;2;;;11;2;S004;3;2;1;B;A;A;D;A;B;A;C;C;C;B;D;C;D;B;B;A;A;C;B;C;2;1;1;1;2;2;1;2;1;3;2;3;2;4;1;3;A;C;A;2;;;;;;;;B;C;B;C;C;A;2;;;;;;;;B;C;B;B;D
124;28;S004;T1;S004-T1-0281;2;2;;;12;1;S004;3;2;1;B;A;A;D;A;C;A;A;B;B;C;C;C;B;C;C;C;B;A;A;C;2;1;1;2;1;1;2;2;1;4;3;3;2;4;3;3;A;C;A;0;;;;;;;;B;A;C;D;E;B;0;;;;;;;;B;A;C;B;G
125;29;S004;T1;S004-T1-0291;2;2;;;11;1;S004;3;2;1;D;A;A;C;A;A;A;C;C;B;C;B;A;D;C;A;C;A;A;D;A;2;2;1;1;2;2;2;2;1;2;1;5;3;2;1;5;D;C;A;2;;;;;;;;A;C;D;C;C;A;2;;;;;;;;B;A;C;A;G
126;30;S004;T1;S004-T1-0301;2;2;;;12;1;S004;3;2;1;B;A;A;D;A;C;A;A;C;B;A;A;C;D;C;C;C;B;A;A;A;2;2;1;1;1;1;2;2;1;3;2;2;1;4;2;4;C;A;A;2;;;;;;;;B;C;B;A;A;A;2;;;;;;;;B;B;B;C;E
127;31;S004;T1;S004-T1-0311;2;2;;;13;1;S004;3;2;1;B;A;D;C;A;B;A;A;C;B;B;B;A;D;A;A;A;A;B;B;A;2;1;1;1;2;1;2;2;1;3;4;3;3;3;3;3;D;D;F;2;;;;;;;;B;C;B;E;E;F;2;;;;;;;;B;E;C;C;G
128;32;S004;T1;S004-T1-0321;2;2;;;12;2;S004;3;2;1;B;A;B;C;A;B;A;A;C;B;B;B;A;D;A;C;C;A;A;D;A;2;2;1;1;2;1;2;2;1;3;4;3;2;4;2;3;C;C;D;0;;;;;;;;B;B;A;C;E;A;0;;;;;;;;B;D;C;A;C
129;33;S004;T1;S004-T1-0331;2;2;;;11;2;S004;3;2;1;D;A;D;A;C;B;D;B;A;C;C;A;B;D;C;C;B;B;A;C;C;1;1;1;2;1;2;1;2;1;4;1;0;0;4;0;4;B;C;B;2;;;;;;;;B;C;B;E;E;B;2;;;;;;;;A;A;D;C;G
130;34;S004;T1;S004-T1-0341;2;2;;;14;2;S004;3;2;1;B;A;D;C;A;C;A;A;B;B;C;A;C;D;C;C;A;C;C;D;B;1;1;2;1;2;1;2;2;1;5;3;4;4;5;4;4;A;C;C;2;;;;;;;;B;C;D;D;C;F;2;;;;;;;;B;C;C;C;G
131;35;S004;T1;S004-T1-0351;2;2;;;12;2;S004;3;2;1;B;A;A;B;A;C;A;C;B;C;C;C;B;C;C;B;B;C;C;C;B;1;1;2;2;1;2;1;2;1;2;3;2;2;2;2;5;D;A;A;2;;;;;;;;A;D;A;D;F;D;2;;;;;;;;B;E;A;E;G
132;36;S004;T1;S004-T1-0361;2;2;;;12;2;S004;3;2;1;D;A;D;A;C;B;D;B;B;C;C;A;B;D;C;B;D;B;A;C;C;1;1;1;1;1;2;1;1;1;4;3;5;3;2;4;3;B;C;B;2;;;;;;;;B;C;B;A;A;B;2;;;;;;;;B;C;C;C;G
133;37;S004;T1;S004-T1-0371;2;2;;;12;2;S004;3;2;1;B;A;A;A;B;C;D;C;A;A;A;C;B;D;C;C;C;B;B;C;B;1;1;2;1;2;2;2;1;2;5;3;5;3;3;5;3;C;B;D;2;;;;;;;;B;C;C;B;E;A;2;;;;;;;;B;D;A;C;A
134;38;S004;T1;S004-T1-0381;2;2;;;11;2;S004;3;2;1;B;A;C;A;A;C;A;A;C;B;B;A;C;A;C;C;A;B;B;D;B;1;2;1;2;2;1;2;1;2;3;2;2;3;1;5;3;D;C;A;2;;;;;;;;B;C;B;C;C;B;2;;;;;;;;B;A;B;B;C
135;39;S004;T1;S004-T1-0391;2;2;;;11;2;S004;3;2;1;B;A;A;A;C;C;B;B;A;B;B;B;A;D;A;C;C;A;B;D;A;2;1;2;1;2;2;1;2;1;2;3;3;2;4;2;3;C;C;E;2;;;;;;;;B;C;B;B;A;D;2;;;;;;;;B;A;C;C;G
136;41;S004;T1;S004-T1-0411;2;2;;;12;1;S004;3;2;1;B;A;A;C;A;C;A;A;C;C;A;C;C;D;A;A;A;B;B;D;C;1;1;2;2;2;1;1;1;1;5;2;5;3;5;3;3;D;A;F;2;;;;;;;;C;C;B;A;F;B;2;;;;;;;;B;C;D;E;G
137;43;S004;T1;S004-T1-0431;2;2;;;12;1;S004;3;2;1;B;A;A;D;C;C;D;C;A;C;B;B;C;C;B;B;B;C;B;C;B;1;2;1;1;1;1;2;1;2;1;2;3;2;3;2;2;D;E;D;0;;;;;;;;C;C;A;C;B;F;0;;;;;;;;B;B;C;E;E
138;44;S004;T1;S004-T1-0441;2;2;;;11;1;S004;3;2;1;A;A;A;C;A;B;A;C;C;B;B;B;C;A;A;C;C;B;C;D;C;2;2;1;1;1;1;2;1;1;4;1;5;3;2;3;3;B;D;D;2;;;;;;;;C;E;D;E;E;D;2;;;;;;;;C;A;C;E;G
